b 835 100 1 1 0 1 0 0
f 0 0.01 0 205 200 207 206 201 203 202 204 1 
f 1 0.01 2 214 210 212 211 213 217 208 215 209 216 3 
f 2 0.01 4 218 227 231 219 220 229 225 226 224 230 223 221 228 222 5 
f 3 0.01 6 234 233 240 218 239 241 238 232 235 236 237 7 
f 4 0.01 8 247 246 244 245 249 243 250 242 248 9 
f 5 0.01 10 253 257 260 255 259 256 251 254 258 252 11 
f 6 0.01 12 266 261 270 208 265 272 275 269 271 267 263 262 264 273 268 274 13 
f 7 0.01 14 282 281 280 277 232 285 284 279 219 283 278 276 15 
f 8 0.01 16 301 292 286 299 295 289 294 291 297 300 298 287 288 293 290 296 17 
f 9 0.01 18 307 286 305 309 306 303 302 276 304 308 19 
f 10 0.01 20 317 321 311 310 312 233 315 318 320 313 316 319 314 21 
f 11 0.01 22 328 326 323 310 322 329 327 325 324 332 331 333 330 23 
f 12 0.01 24 338 335 334 242 200 336 337 339 25 
f 13 0.01 26 348 342 345 340 346 344 347 349 350 343 341 27 
f 14 0.01 28 356 357 354 360 352 351 359 355 358 353 29 
f 15 0.01 30 367 366 363 365 361 368 370 364 261 209 369 362 31 
f 16 0.01 32 234 371 322 311 386 378 377 373 380 372 375 376 383 379 382 385 374 384 381 33 
f 17 0.01 34 395 391 390 389 277 235 393 394 388 220 392 387 35 
f 18 0.01 36 405 402 401 396 399 407 403 221 398 408 397 406 404 236 400 37 
f 19 0.01 38 412 414 410 415 411 417 323 312 371 416 409 413 39 
f 20 0.01 40 421 201 422 243 418 423 420 419 41 
f 21 0.01 42 433 425 429 435 430 434 424 351 262 426 427 428 432 251 431 43 
f 22 0.01 44 440 438 441 424 352 263 437 436 439 45 
f 23 0.01 46 454 443 452 453 457 450 456 446 372 449 442 451 455 447 445 448 444 47 
f 24 0.01 48 470 459 460 466 222 471 461 463 458 465 468 462 469 442 464 467 373 49 
f 25 0.01 50 396 474 458 476 472 477 483 475 374 482 480 481 479 478 473 443 51 
f 26 0.01 52 493 484 302 495 494 487 313 489 492 488 485 486 490 491 53 
f 27 0.01 54 499 501 506 505 503 496 497 502 498 504 500 508 507 55 
f 28 0.01 56 314 515 516 303 484 511 514 510 223 509 517 397 459 512 513 57 
f 29 0.01 58 518 521 519 340 520 522 324 444 523 59 
f 30 0.01 60 530 528 527 529 526 460 532 398 509 531 224 524 525 387 278 61 
f 31 0.01 62 341 537 536 361 535 533 210 534 425 63 
f 32 0.01 64 353 542 546 547 264 426 538 544 539 540 541 252 543 496 545 485 65 
f 33 0.01 66 557 555 279 388 553 225 548 524 554 510 556 552 399 461 549 550 472 551 67 
f 34 0.01 68 427 538 560 436 565 561 566 568 567 563 564 562 558 559 69 
f 35 0.01 70 253 573 578 571 577 428 572 539 570 569 574 576 575 71 
f 36 0.01 72 581 497 582 486 579 342 583 409 584 580 325 73 
f 37 0.01 74 587 585 590 558 362 589 588 265 586 591 429 75 
f 38 0.01 76 602 226 548 525 511 598 596 601 597 595 600 592 599 593 594 445 77 
f 39 0.01 78 603 202 244 606 607 604 609 610 343 266 559 608 585 605 79 
f 40 0.01 80 540 611 569 618 613 615 612 287 620 621 619 614 616 617 81 
f 41 0.01 82 626 354 627 625 267 624 437 560 623 570 611 541 254 622 498 83 
f 42 0.01 84 628 629 237 400 280 389 85 
f 43 0.01 86 630 631 255 571 268 633 542 632 355 438 430 634 87 
f 44 0.01 88 641 637 642 635 375 446 639 640 410 636 644 638 238 643 89 
f 45 0.01 90 647 652 592 654 645 649 462 646 653 635 376 648 655 656 651 650 473 91 
f 46 0.01 92 660 593 657 447 377 659 411 663 326 658 662 239 227 661 93 
f 47 0.01 94 664 327 448 594 657 669 670 645 667 668 665 401 474 463 549 671 666 526 95 
f 48 0.01 96 674 315 675 240 676 658 328 672 677 636 673 412 97 
f 49 0.01 98 682 679 475 683 680 637 646 681 449 464 678 99 
f 50 0.01 100 672 638 390 281 101 
f 51 0.01 102 487 316 685 499 684 688 687 543 686 622 431 689 103 
f 52 0.01 104 692 518 693 690 603 203 245 694 418 695 334 691 105 
f 53 0.01 106 697 700 703 699 561 698 439 623 544 572 432 256 701 696 630 702 107 
f 54 0.01 108 211 705 533 363 706 710 711 604 704 709 708 707 519 109 
f 55 0.01 110 573 257 715 631 696 714 500 716 690 204 246 712 713 704 111 
f 56 0.01 112 579 488 719 501 684 612 288 721 722 720 717 718 113 
f 57 0.01 114 364 725 726 723 705 212 534 433 724 115 
f 58 0.01 116 729 344 728 520 727 732 580 664 329 317 378 659 730 639 731 117 
f 59 0.01 118 737 733 419 736 706 365 535 723 213 739 586 356 738 740 269 735 734 119 
f 60 0.01 120 628 742 512 741 527 743 550 476 121 
f 61 0.01 122 746 489 685 748 749 747 744 289 745 123 
f 62 0.01 124 647 752 587 605 750 717 751 756 754 755 290 613 753 574 125 
f 63 0.01 126 724 214 366 759 335 420 733 760 758 606 712 247 757 127 
f 64 0.01 128 761 763 528 766 477 551 465 402 665 764 762 595 765 129 
f 65 0.01 130 769 727 413 768 345 490 767 502 581 686 258 131 
f 66 0.01 132 367 691 248 205 336 770 771 421 133 
f 67 0.01 134 761 772 741 529 666 466 228 403 774 552 596 773 135 
f 68 0.01 136 330 776 775 728 346 707 521 692 491 767 582 545 503 137 
f 69 0.01 138 536 368 779 725 270 215 588 777 562 778 750 614 291 744 139 
f 70 0.01 140 781 379 782 648 783 450 780 414 673 784 391 282 141 
f 71 0.01 142 504 693 757 708 729 347 775 331 785 143 
f 72 0.01 144 768 583 674 318 304 283 392 229 553 145 
f 73 0.01 146 730 380 467 678 451 787 649 667 762 597 292 788 786 147 
f 74 0.01 148 709 713 607 758 694 249 422 206 789 770 337 149 
f 75 0.01 150 742 513 772 763 530 679 793 381 792 791 790 478 650 452 794 151 
f 76 0.01 152 505 687 796 575 615 293 798 799 797 751 718 563 795 777 589 369 216 153 
f 77 0.01 154 624 734 802 804 801 803 697 795 564 778 590 608 752 800 155 
f 78 0.01 156 806 805 790 479 651 453 807 780 731 640 415 157 
f 79 0.01 158 416 584 732 769 522 332 809 652 800 808 616 294 159 
f 80 0.01 160 808 617 745 295 810 305 812 786 773 598 514 554 230 531 813 811 404 629 161 
f 81 0.01 162 348 746 492 719 506 688 796 576 753 618 296 698 565 814 815 801 163 
f 82 0.01 164 493 306 819 817 747 297 619 720 797 818 754 816 566 699 814 802 735 271 625 165 
f 83 0.01 166 809 785 333 776 349 609 710 736 338 759 167 
f 84 0.01 168 764 668 405 468 641 680 781 382 822 821 480 820 791 805 454 169 
f 85 0.01 170 711 760 737 423 695 250 207 789 771 339 171 
f 86 0.01 172 523 660 599 669 823 787 469 681 653 642 383 782 824 825 481 820 792 806 173 
f 87 0.01 174 827 494 319 748 298 620 721 798 755 816 826 567 700 803 272 738 357 626 175 
f 88 0.01 176 507 829 714 689 701 259 577 273 828 546 632 358 440 177 
f 89 0.01 178 455 823 670 654 600 765 307 299 810 817 830 515 179 
f 90 0.01 180 831 702 715 260 578 274 633 828 547 359 441 434 181 
f 91 0.01 182 435 634 591 739 217 726 779 370 537 610 350 183 
f 92 0.01 184 831 829 508 716 185 
f 93 0.01 186 675 308 661 231 555 284 832 393 811 406 470 187 
f 94 0.01 188 682 793 384 482 821 833 824 655 783 456 189 
f 95 0.01 190 834 830 749 300 621 722 799 818 756 826 568 703 815 804 275 740 627 360 191 
f 96 0.01 192 794 807 457 656 825 833 822 385 683 483 766 743 671 471 407 774 556 193 
f 97 0.01 194 320 827 495 516 834 819 309 812 788 301 601 195 
f 98 0.01 196 676 662 241 643 557 285 832 394 602 813 517 408 532 197 
f 99 0.01 198 321 386 417 663 677 644 784 395 199 
n 0 2 0.987736 0 0
n 1 1 0.970251 0.28652 0
n 2 2 0.232186 0 0
n 3 1 0.311409 0.400832 0
n 4 1 0.843592 0.720059 0
n 5 1 0.361719 0.85347 0
n 6 1 0.958685 0.604085 0
n 7 1 0.568474 0.916712 0
n 8 1 0.978468 0.345049 0
n 9 2 0.997725 0 0
n 10 2 0.697726 0 0
n 11 1 0.651388 0.351109 0
n 12 1 0.239575 0.420514 0
n 13 1 0.625758 0.102925 0
n 14 2 0.725804 1 0
n 15 1 0.60196 0.6642 0
n 16 1 0.328364 0.736148 0
n 17 1 0.5792 0.303619 0
n 18 1 0.332213 0.671959 0
n 19 1 0.831619 0.696323 0
n 20 1 1.00212 0.682808 0
n 21 1 0.511239 0.587739 0
n 22 1 -0.128377 0.774675 0
n 23 1 0.237743 0.434152 0
n 24 1 1.12378 0.205572 0
n 25 2 0.942407 0 0
n 26 1 -0.212505 0.560583 0
n 27 1 0.249276 0.368859 0
n 28 1 0.401999 0.264363 0
n 29 2 0.608073 0 0
n 30 1 0.0507438 0.0159039 0
n 31 1 0.335211 0.427095 0
n 32 1 -0.0663909 0.60838 0
n 33 2 0.191306 1 0
n 34 2 0.801328 1 0
n 35 1 0.577603 0.740245 0
n 36 1 0.182252 0.776696 0
n 37 1 0.662306 0.91651 0
n 38 2 0.927707 1 0
n 39 1 0.984535 0.518245 0
n 40 2 0.867786 0 0
n 41 1 1.09643 0.231031 0
n 42 1 0.251159 0.0793426 0
n 43 1 0.737846 0.193953 0
n 44 2 0.391295 0 0
n 45 1 0.60154 0.26973 0
n 46 2 0.0720655 1 0
n 47 1 0.0932666 0.593945 0
n 48 1 0.478507 0.882476 0
n 49 1 0.00131807 0.733174 0
n 50 1 0.384526 0.777371 0
n 51 2 -0.00489227 1 0
n 52 1 0.490388 0.703274 0
n 53 1 0.852055 0.358024 0
n 54 1 0.59172 0.523861 0
n 55 1 0.902275 0.131999 0
n 56 1 0.550004 0.571523 0
n 57 2 0.39627 1 0
n 58 1 0.800156 0.296669 0
n 59 1 1.15048 0.653426 0
n 60 1 0.231281 0.982107 0
n 61 1 0.656534 0.719123 0
n 62 1 0.209988 0.391882 0
n 63 2 0.266345 0 0
n 64 1 0.497693 0.0687097 0
n 65 1 0.838275 0.434775 0
n 66 1 0.685027 0.781695 0
n 67 1 0.189776 0.850443 0
n 68 1 0.624934 0.166385 0
n 69 1 0.255691 0.50352 0
n 70 2 0.718989 0 0
n 71 1 0.575152 0.396649 0
n 72 1 0.69292 0.268944 0
n 73 1 1.04789 0.621071 0
n 74 1 0.330167 0.555736 0
n 75 1 0.297303 0.0568168 0
n 76 1 0.572627 0.814466 0
n 77 1 0.0873446 0.694048 0
n 78 1 -0.0774249 0.223604 0
n 79 1 0.351559 0.480456 0
n 80 1 0.666711 0.209186 0
n 81 1 0.370989 0.612358 0
n 82 1 0.335113 0.18579 0
n 83 1 0.829239 0.262205 0
n 84 2 0.437067 1 0
n 85 1 0.715231 0.817318 0
n 86 1 0.835894 0.131595 0
n 87 1 0.336574 0.10552 0
n 88 1 1.1735 0.879804 0
n 89 1 0.684998 0.773203 0
n 90 1 0.212978 0.485031 0
n 91 1 0.0810998 0.967325 0
n 92 1 1.15143 0.696669 0
n 93 1 0.654984 0.756172 0
n 94 1 -0.00570142 0.624762 0
n 95 1 0.414923 0.895087 0
n 96 1 0.81847 0.586022 0
n 97 2 0.960956 1 0
n 98 2 0.223265 1 0
n 99 1 0.0322092 0.712063 0
n 100 1 0.885184 0.772854 0
n 101 2 0.550119 1 0
n 102 1 0.579373 0.631523 0
n 103 1 0.718234 0.151192 0
n 104 1 0.875809 0.415937 0
n 105 2 1.04578 0 0
n 106 1 0.404502 0.341444 0
n 107 1 0.829623 0.0782474 0
n 108 1 0.276093 0.103598 0
n 109 1 -0.0887224 0.445519 0
n 110 1 0.628975 0.0653467 0
n 111 1 1.05979 0.319114 0
n 112 1 0.905495 0.468183 0
n 113 1 0.411297 0.392234 0
n 114 1 0.250038 0.34814 0
n 115 2 0.25389 0 0
n 116 1 0.0373663 0.413427 0
n 117 1 -0.0348944 0.908178 0
n 118 1 0.0522121 0.204893 0
n 119 1 0.551679 0.227974 0
n 120 2 0.523274 1 0
n 121 1 0.270903 0.82377 0
n 122 1 0.827566 0.498782 0
n 123 1 0.343222 0.622925 0
n 124 1 0.165992 0.559348 0
n 125 1 0.608487 0.326544 0
n 126 1 0.259947 0.0195514 0
n 127 1 -0.10005 0.366542 0
n 128 2 0.359491 1 0
n 129 1 0.18405 0.673173 0
n 130 1 1.03628 0.568796 0
n 131 1 0.658628 0.241108 0
n 132 2 0.179305 0 0
n 133 1 -0.0902338 0.0648759 0
n 134 2 0.350899 1 0
n 135 1 0.446147 0.718676 0
n 136 1 1.18406 0.520621 0
n 137 1 0.717516 0.340793 0
n 138 1 0.18986 0.221261 0
n 139 1 0.485345 0.624607 0
n 140 1 1.13407 0.898612 0
n 141 1 0.63937 0.971197 0
n 142 1 0.804759 0.206278 0
n 143 1 1.1619 0.556204 0
n 144 1 0.984968 0.486315 0
n 145 1 0.592901 0.796611 0
n 146 1 -0.0394344 0.755454 0
n 147 1 0.457438 0.699617 0
n 148 1 1.02844 0.377835 0
n 149 2 0.971195 0 0
n 150 1 0.461259 0.951377 0
n 151 1 -0.0386886 0.944138 0
n 152 1 0.763913 0.391059 0
n 153 1 0.264008 0.400797 0
n 154 1 0.528238 0.19078 0
n 155 1 0.217029 0.582122 0
n 156 2 0.160958 1 0
n 157 1 -0.0718357 0.809412 0
n 158 1 -0.0498652 0.555916 0
n 159 1 0.448596 0.595107 0
n 160 1 0.33188 0.508491 0
n 161 1 0.549715 0.958544 0
n 162 1 0.846628 0.592215 0
n 163 1 0.474431 0.258345 0
n 164 1 0.49336 0.708222 0
n 165 1 0.482939 0.20833 0
n 166 1 0.154381 0.631044 0
n 167 1 0.110307 0.13299 0
n 168 1 0.241638 0.74943 0
n 169 2 0.0578182 1 0
n 170 1 0.123626 0.309151 0
n 171 2 -0.0491947 0 0
n 172 1 0.145929 0.58882 0
n 173 2 0.0935728 1 0
n 174 1 0.587473 0.659737 0
n 175 1 0.429926 0.185207 0
n 176 1 0.927158 0.202004 0
n 177 1 0.43872 0.0950963 0
n 178 1 0.0795662 0.733394 0
n 179 1 0.566937 0.621725 0
n 180 1 0.889462 0.0790046 0
n 181 1 0.393756 0.144389 0
n 182 1 0.398923 0.0251746 0
n 183 1 0.158275 0.463453 0
n 184 2 0.823672 0 0
n 185 1 0.867793 0.25541 0
n 186 1 0.8789 0.663454 0
n 187 1 0.437948 0.89917 0
n 188 2 0.258168 1 0
n 189 1 0.00819837 0.852334 0
n 190 1 0.511799 0.673593 0
n 191 1 0.467068 0.175598 0
n 192 1 -0.019407 0.951696 0
n 193 1 0.45892 0.806084 0
n 194 1 0.736945 0.61853 0
n 195 1 0.251047 0.736438 0
n 196 1 0.900337 0.714162 0
n 197 1 0.422063 0.859951 0
n 198 1 0.991554 0.671154 0
n 199 2 0.726593 1 0
n 200 0 0.984803 0.0480526 0
n 201 0 0.980769 0.114162 0
n 202 0 0.972275 0.253361 0
n 203 0 0.977546 0.166977 0
n 204 0 0.971438 0.267071 0
n 205 0 0.98488 0.0467966 0
n 206 0 0.982986 0.0778242 0
n 207 0 0.984101 0.059561 0
n 208 0 0.304712 0.366947 0
n 209 0 0.309156 0.389433 0
n 210 0 0.251959 0.100038 0
n 211 0 0.256324 0.122126 0
n 212 0 0.252739 0.103989 0
n 213 0 0.274715 0.215175 0
n 214 0 0.239875 0.0388986 0
n 215 0 0.307714 0.382134 0
n 216 0 0.31122 0.399877 0
